stimulus_name,youtube_id,start_ms,end_ms,start_sec,end_sec,duration_sec
vggtest_51NV5b5e5As_50000_60000,51NV5b5e5As,50000,60000,50.0,60.0,10.0
vggtest_51hZovioExg_17000_27000,51hZovioExg,17000,27000,17.0,27.0,10.0
vggtest_570I4k7PIAQ_23000_33000,570I4k7PIAQ,23000,33000,23.0,33.0,10.0
vggtest_573QotnRHDY_30000_40000,573QotnRHDY,30000,40000,30.0,40.0,10.0
vggtest_5A0sMC5olxI_380000_390000,5A0sMC5olxI,380000,390000,380.0,390.0,10.0
vggtest_5B7d8e42ODw_30000_40000,5B7d8e42ODw,30000,40000,30.0,40.0,10.0
vggtest_5HQ0rDexH84_184000_194000,5HQ0rDexH84,184000,194000,184.0,194.0,10.0
vggtest_5JHMkSN2rdc_89000_99000,5JHMkSN2rdc,89000,99000,89.0,99.0,10.0
vggtest_5MMIZJ0zCZk_30000_40000,5MMIZJ0zCZk,30000,40000,30.0,40.0,10.0
vggtest_5bU5bCN2y54_46000_56000,5bU5bCN2y54,46000,56000,46.0,56.0,10.0
vggtest_5j-4OJ7XpDM_222000_232000,5j-4OJ7XpDM,222000,232000,222.0,232.0,10.0
vggtest_5uanE7YxW0E_0_10000,5uanE7YxW0E,0,10000,0.0,10.0,10.0
vggtest_5wC1sG4US3Y_205000_215000,5wC1sG4US3Y,205000,215000,205.0,215.0,10.0
vggtest_5xVe-bGbbYA_45000_55000,5xVe-bGbbYA,45000,55000,45.0,55.0,10.0
vggtest_6-yQsEH2WYA_30000_40000,6-yQsEH2WYA,30000,40000,30.0,40.0,10.0
vggtest_61krHyjf-ac_176000_186000,61krHyjf-ac,176000,186000,176.0,186.0,10.0
vggtest_680o8EChP_o_105000_115000,680o8EChP_o,105000,115000,105.0,115.0,10.0
vggtest_68hapDEQEj0_480000_490000,68hapDEQEj0,480000,490000,480.0,490.0,10.0
vggtest_6BXR7JlTiBQ_9000_19000,6BXR7JlTiBQ,9000,19000,9.0,19.0,10.0
vggtest_6EIgJvYx4AE_551000_561000,6EIgJvYx4AE,551000,561000,551.0,561.0,10.0
vggtest_6GDtb6DWKdE_103000_113000,6GDtb6DWKdE,103000,113000,103.0,113.0,10.0
vggtest_6UY-HKyolKk_30000_40000,6UY-HKyolKk,30000,40000,30.0,40.0,10.0
vggtest_6WPEPztf3Qw_410000_420000,6WPEPztf3Qw,410000,420000,410.0,420.0,10.0
vggtest_6Y8bKS6KLeE_30000_40000,6Y8bKS6KLeE,30000,40000,30.0,40.0,10.0
vggtest_6Yk15FbL2yw_81000_91000,6Yk15FbL2yw,81000,91000,81.0,91.0,10.0
vggtest_6fQqyrMAuFI_500000_510000,6fQqyrMAuFI,500000,510000,500.0,510.0,10.0
vggtest_6hpNFfjpFHU_142000_152000,6hpNFfjpFHU,142000,152000,142.0,152.0,10.0
vggtest_6jAZGb8k6tE_90000_100000,6jAZGb8k6tE,90000,100000,90.0,100.0,10.0
vggtest_6jdeSAmkzEU_30000_40000,6jdeSAmkzEU,30000,40000,30.0,40.0,10.0
vggtest_6om-fZvxe70_30000_40000,6om-fZvxe70,30000,40000,30.0,40.0,10.0
vggtest_6q3OUady18I_667000_677000,6q3OUady18I,667000,677000,667.0,677.0,10.0
vggtest_6qX8ykNoVls_22000_32000,6qX8ykNoVls,22000,32000,22.0,32.0,10.0
vggtest_6tlsgZfA9zs_20000_30000,6tlsgZfA9zs,20000,30000,20.0,30.0,10.0
vggtest_6yaFDZk7-jo_8000_18000,6yaFDZk7-jo,8000,18000,8.0,18.0,10.0
vggtest_7-V8cMwkXTk_30000_40000,7-V8cMwkXTk,30000,40000,30.0,40.0,10.0
vggtest_7-htobm4qu0_30000_40000,7-htobm4qu0,30000,40000,30.0,40.0,10.0
vggtest_73cuZZq-J3w_20000_30000,73cuZZq-J3w,20000,30000,20.0,30.0,10.0
vggtest_74Eeq1qer94_30000_40000,74Eeq1qer94,30000,40000,30.0,40.0,10.0
vggtest_7761uBKNpd8_30000_40000,7761uBKNpd8,30000,40000,30.0,40.0,10.0
vggtest_79undeYvXOE_200000_210000,79undeYvXOE,200000,210000,200.0,210.0,10.0
vggtest_7CTzN_wSb6g_30000_40000,7CTzN_wSb6g,30000,40000,30.0,40.0,10.0
vggtest_7I2yJgXKncw_21000_31000,7I2yJgXKncw,21000,31000,21.0,31.0,10.0
vggtest_7K_jwQwta7I_30000_40000,7K_jwQwta7I,30000,40000,30.0,40.0,10.0
vggtest_7O2qPT8vgfI_15000_25000,7O2qPT8vgfI,15000,25000,15.0,25.0,10.0
vggtest_7OhXiEHalAk_63000_73000,7OhXiEHalAk,63000,73000,63.0,73.0,10.0
vggtest_7P7sCHtDLU8_30000_40000,7P7sCHtDLU8,30000,40000,30.0,40.0,10.0
vggtest_7PEL4NrU1Jk_23000_33000,7PEL4NrU1Jk,23000,33000,23.0,33.0,10.0
vggtest_7nQxWCn_dBg_160000_170000,7nQxWCn_dBg,160000,170000,160.0,170.0,10.0
vggtest_7rzEesL55fM_340000_350000,7rzEesL55fM,340000,350000,340.0,350.0,10.0
vggtest_7ulXnnIlUOA_109000_119000,7ulXnnIlUOA,109000,119000,109.0,119.0,10.0
vggtest_7y9hIjH_7do_90000_100000,7y9hIjH_7do,90000,100000,90.0,100.0,10.0
vggtest_7yjEC7Cr6i8_30000_40000,7yjEC7Cr6i8,30000,40000,30.0,40.0,10.0
vggtest_84JbG7gFceA_7000_17000,84JbG7gFceA,7000,17000,7.0,17.0,10.0
vggtest_89PzuqeWWYQ_24000_34000,89PzuqeWWYQ,24000,34000,24.0,34.0,10.0
vggtest_8A1G_Sg6bx4_170000_180000,8A1G_Sg6bx4,170000,180000,170.0,180.0,10.0
vggtest_8B3FjLzkdPA_20000_30000,8B3FjLzkdPA,20000,30000,20.0,30.0,10.0
vggtest_8HJcD-xKYo4_80000_90000,8HJcD-xKYo4,80000,90000,80.0,90.0,10.0
vggtest_8M8mpBuhbOY_79000_89000,8M8mpBuhbOY,79000,89000,79.0,89.0,10.0
vggtest_8MKemM0h5mE_30000_40000,8MKemM0h5mE,30000,40000,30.0,40.0,10.0
vggtest_8QfmtF0FGA4_114000_124000,8QfmtF0FGA4,114000,124000,114.0,124.0,10.0
vggtest_8YSDo1wTo3M_28000_38000,8YSDo1wTo3M,28000,38000,28.0,38.0,10.0
vggtest_8bmdnc-htzQ_106000_116000,8bmdnc-htzQ,106000,116000,106.0,116.0,10.0
vggtest_8jDanS4ZzRc_240000_250000,8jDanS4ZzRc,240000,250000,240.0,250.0,10.0
vggtest_8jN7n8lhkiI_278000_288000,8jN7n8lhkiI,278000,288000,278.0,288.0,10.0
vggtest_8m1ketVhQCM_78000_88000,8m1ketVhQCM,78000,88000,78.0,88.0,10.0
vggtest_8ooVSXeHb94_30000_40000,8ooVSXeHb94,30000,40000,30.0,40.0,10.0
vggtest_8rICricPhh8_30000_40000,8rICricPhh8,30000,40000,30.0,40.0,10.0
vggtest_8w-V_hYvxXs_160000_170000,8w-V_hYvxXs,160000,170000,160.0,170.0,10.0
vggtest_91k-dD34c94_560000_570000,91k-dD34c94,560000,570000,560.0,570.0,10.0
vggtest_91vBzCaNTQ0_79000_89000,91vBzCaNTQ0,79000,89000,79.0,89.0,10.0
vggtest_93vN8AS4jHY_67000_77000,93vN8AS4jHY,67000,77000,67.0,77.0,10.0
vggtest_97IV2XK2l3U_0_10000,97IV2XK2l3U,0,10000,0.0,10.0,10.0
vggtest_97aoiaWwRVk_20000_30000,97aoiaWwRVk,20000,30000,20.0,30.0,10.0
vggtest_985zNO7Wo1w_182000_192000,985zNO7Wo1w,182000,192000,182.0,192.0,10.0
vggtest_9BGpWG8iqpQ_0_10000,9BGpWG8iqpQ,0,10000,0.0,10.0,10.0
vggtest_9SVbr69L7wM_60000_70000,9SVbr69L7wM,60000,70000,60.0,70.0,10.0
vggtest_9ZWmZdgrE78_80000_90000,9ZWmZdgrE78,80000,90000,80.0,90.0,10.0
vggtest_9c9dRz8t4bI_152000_162000,9c9dRz8t4bI,152000,162000,152.0,162.0,10.0
vggtest_9kIBkY7Tj5g_0_10000,9kIBkY7Tj5g,0,10000,0.0,10.0,10.0
vggtest_9pfZ4sXXsE4_330000_340000,9pfZ4sXXsE4,330000,340000,330.0,340.0,10.0
vggtest_9rXAmXuAOw8_0_10000,9rXAmXuAOw8,0,10000,0.0,10.0,10.0
vggtest_9tLzTdRhTrI_180000_190000,9tLzTdRhTrI,180000,190000,180.0,190.0,10.0
vggtest_9wkgTdE7nz8_30000_40000,9wkgTdE7nz8,30000,40000,30.0,40.0,10.0
vggtest_A0dHhG6Y8C0_30000_40000,A0dHhG6Y8C0,30000,40000,30.0,40.0,10.0
vggtest_A24InXJHgOk_28000_38000,A24InXJHgOk,28000,38000,28.0,38.0,10.0
vggtest_A2D_eaALRug_19000_29000,A2D_eaALRug,19000,29000,19.0,29.0,10.0
vggtest_A458iJLZGvg_80000_90000,A458iJLZGvg,80000,90000,80.0,90.0,10.0
vggtest_AEwkS57P4eE_30000_40000,AEwkS57P4eE,30000,40000,30.0,40.0,10.0
vggtest_AJ2_gn8V2fo_30000_40000,AJ2_gn8V2fo,30000,40000,30.0,40.0,10.0
vggtest_AKxm4V3OylU_30000_40000,AKxm4V3OylU,30000,40000,30.0,40.0,10.0
vggtest_AL7eCaqpzLk_569000_579000,AL7eCaqpzLk,569000,579000,569.0,579.0,10.0
vggtest_ALtDtYnWFuo_30000_40000,ALtDtYnWFuo,30000,40000,30.0,40.0,10.0
vggtest_ANWU9Hiy_5k_40000_50000,ANWU9Hiy_5k,40000,50000,40.0,50.0,10.0
vggtest_AScmP_vDPhs_1000_11000,AScmP_vDPhs,1000,11000,1.0,11.0,10.0
vggtest_AUXS8zwFV0k_30000_40000,AUXS8zwFV0k,30000,40000,30.0,40.0,10.0
vggtest_AYf9HocxFdk_54000_64000,AYf9HocxFdk,54000,64000,54.0,64.0,10.0
vggtest_AYvYTvCG0Cw_4000_14000,AYvYTvCG0Cw,4000,14000,4.0,14.0,10.0
vggtest_AZfD5KrH5d8_30000_40000,AZfD5KrH5d8,30000,40000,30.0,40.0,10.0
vggtest_AjLuenrAsbE_30000_40000,AjLuenrAsbE,30000,40000,30.0,40.0,10.0
vggtest_AkAdDFHQars_30000_40000,AkAdDFHQars,30000,40000,30.0,40.0,10.0
vggtest_Aky0DF507fw_170000_180000,Aky0DF507fw,170000,180000,170.0,180.0,10.0
vggtest_Ap_IlJVRHtw_230000_240000,Ap_IlJVRHtw,230000,240000,230.0,240.0,10.0
vggtest_ApgCxwAImCE_30000_40000,ApgCxwAImCE,30000,40000,30.0,40.0,10.0
vggtest_Av2DNdWzziA_35000_45000,Av2DNdWzziA,35000,45000,35.0,45.0,10.0
vggtest_AwAFAi8sa-0_450000_460000,AwAFAi8sa-0,450000,460000,450.0,460.0,10.0
vggtest_AwZrv_S86R4_30000_40000,AwZrv_S86R4,30000,40000,30.0,40.0,10.0
vggtest_Ax1rIOmzMWY_0_10000,Ax1rIOmzMWY,0,10000,0.0,10.0,10.0
vggtest_Ay7bs8DMMyA_5000_15000,Ay7bs8DMMyA,5000,15000,5.0,15.0,10.0
vggtest_AzY_KZTSXJk_30000_40000,AzY_KZTSXJk,30000,40000,30.0,40.0,10.0
vggtest_AzhAMscTxyc_30000_40000,AzhAMscTxyc,30000,40000,30.0,40.0,10.0
vggtest_B0Rje7Cj7W0_250000_260000,B0Rje7Cj7W0,250000,260000,250.0,260.0,10.0
vggtest_B33GgQddG30_28000_38000,B33GgQddG30,28000,38000,28.0,38.0,10.0
vggtest_B6zw6kvaM_c_30000_40000,B6zw6kvaM_c,30000,40000,30.0,40.0,10.0
vggtest_BB3CCG8SD54_0_10000,BB3CCG8SD54,0,10000,0.0,10.0,10.0
vggtest_BBRDRggGsdk_147000_157000,BBRDRggGsdk,147000,157000,147.0,157.0,10.0
vggtest_BMAruFZo5NM_88000_98000,BMAruFZo5NM,88000,98000,88.0,98.0,10.0
vggtest_BNxowL6utbQ_30000_40000,BNxowL6utbQ,30000,40000,30.0,40.0,10.0
vggtest_BPeLfS4NPEI_60000_70000,BPeLfS4NPEI,60000,70000,60.0,70.0,10.0
vggtest_BQpa8whzwAE_30000_40000,BQpa8whzwAE,30000,40000,30.0,40.0,10.0
vggtest_BZRZcFA9Dr4_260000_270000,BZRZcFA9Dr4,260000,270000,260.0,270.0,10.0
vggtest_BbWdsbZ9TsM_130000_140000,BbWdsbZ9TsM,130000,140000,130.0,140.0,10.0
vggtest_Bd-1gr7807g_16000_26000,Bd-1gr7807g,16000,26000,16.0,26.0,10.0
vggtest_Bf2m1sXaXk4_10000_20000,Bf2m1sXaXk4,10000,20000,10.0,20.0,10.0
vggtest_Bf3aAtNK8Sk_30000_40000,Bf3aAtNK8Sk,30000,40000,30.0,40.0,10.0
vggtest_BfQ3-G4gjlM_30000_40000,BfQ3-G4gjlM,30000,40000,30.0,40.0,10.0
vggtest_BjR_ixR8TUw_30000_40000,BjR_ixR8TUw,30000,40000,30.0,40.0,10.0
vggtest_Bq10zG74Wc0_40000_50000,Bq10zG74Wc0,40000,50000,40.0,50.0,10.0
vggtest_Bqy0tD6mCPs_270000_280000,Bqy0tD6mCPs,270000,280000,270.0,280.0,10.0
vggtest_Bw_fNvTp6jg_30000_40000,Bw_fNvTp6jg,30000,40000,30.0,40.0,10.0
vggtest_BzMo0qCklGg_150000_160000,BzMo0qCklGg,150000,160000,150.0,160.0,10.0
vggtest_C00BpiE52mM_270000_280000,C00BpiE52mM,270000,280000,270.0,280.0,10.0
vggtest_C0CvQi7d4sU_328000_338000,C0CvQi7d4sU,328000,338000,328.0,338.0,10.0
vggtest_C0sSgrr5xrQ_30000_40000,C0sSgrr5xrQ,30000,40000,30.0,40.0,10.0
vggtest_C2BFL4F6zOM_62000_72000,C2BFL4F6zOM,62000,72000,62.0,72.0,10.0
vggtest_C33WdI64FiY_30000_40000,C33WdI64FiY,30000,40000,30.0,40.0,10.0
vggtest_C46X66FU_Dw_30000_40000,C46X66FU_Dw,30000,40000,30.0,40.0,10.0
vggtest_C5BteXnPQNk_30000_40000,C5BteXnPQNk,30000,40000,30.0,40.0,10.0
vggtest_C8q-VueE_ok_330000_340000,C8q-VueE_ok,330000,340000,330.0,340.0,10.0
vggtest_C9f_yqkzqac_510000_520000,C9f_yqkzqac,510000,520000,510.0,520.0,10.0
vggtest_CEzyxkUbG9A_30000_40000,CEzyxkUbG9A,30000,40000,30.0,40.0,10.0
vggtest_CIN_pzwxrCE_69000_79000,CIN_pzwxrCE,69000,79000,69.0,79.0,10.0
vggtest_CNteFuxbbZs_30000_40000,CNteFuxbbZs,30000,40000,30.0,40.0,10.0
vggtest_CScQCxNACyc_130000_140000,CScQCxNACyc,130000,140000,130.0,140.0,10.0
vggtest_CSn5FP1c1AQ_17000_27000,CSn5FP1c1AQ,17000,27000,17.0,27.0,10.0
vggtest_CUMunjwsO2U_20000_30000,CUMunjwsO2U,20000,30000,20.0,30.0,10.0
vggtest_CWY1Y5hjfpo_30000_40000,CWY1Y5hjfpo,30000,40000,30.0,40.0,10.0
vggtest_CX-gGuT3iEs_230000_240000,CX-gGuT3iEs,230000,240000,230.0,240.0,10.0
vggtest_CYZTjXQMiV8_570000_580000,CYZTjXQMiV8,570000,580000,570.0,580.0,10.0
vggtest_Co7vOJiMeO0_64000_74000,Co7vOJiMeO0,64000,74000,64.0,74.0,10.0
vggtest_CsBwBct0_5U_30000_40000,CsBwBct0_5U,30000,40000,30.0,40.0,10.0
vggtest_D1NDNFZGY7k_40000_50000,D1NDNFZGY7k,40000,50000,40.0,50.0,10.0
vggtest_D1VQAb8CfWM_22000_32000,D1VQAb8CfWM,22000,32000,22.0,32.0,10.0
vggtest_D1VQAb8CfWM_8000_18000,D1VQAb8CfWM,8000,18000,8.0,18.0,10.0
vggtest_D2ISzNuhtxE_9000_19000,D2ISzNuhtxE,9000,19000,9.0,19.0,10.0
vggtest_D6shA0yJ8W4_72000_82000,D6shA0yJ8W4,72000,82000,72.0,82.0,10.0
vggtest_D9yNCDer4YM_94000_104000,D9yNCDer4YM,94000,104000,94.0,104.0,10.0
vggtest_DIooS7FSHYk_30000_40000,DIooS7FSHYk,30000,40000,30.0,40.0,10.0
vggtest_DQ1-Jj3kEP0_61000_71000,DQ1-Jj3kEP0,61000,71000,61.0,71.0,10.0
vggtest_DShnW2mZR-0_2000_12000,DShnW2mZR-0,2000,12000,2.0,12.0,10.0
vggtest_DV_lxAociYs_180000_190000,DV_lxAociYs,180000,190000,180.0,190.0,10.0
vggtest_DYVwPj_voRw_30000_40000,DYVwPj_voRw,30000,40000,30.0,40.0,10.0
vggtest_DYdalOQnx1Y_30000_40000,DYdalOQnx1Y,30000,40000,30.0,40.0,10.0
vggtest_Db0c4aAwUbY_30000_40000,Db0c4aAwUbY,30000,40000,30.0,40.0,10.0
vggtest_Db3VBTvUp_k_30000_40000,Db3VBTvUp_k,30000,40000,30.0,40.0,10.0
vggtest_DkhdvvtvwTE_20000_30000,DkhdvvtvwTE,20000,30000,20.0,30.0,10.0
vggtest_Drxkm1HyVxI_21000_31000,Drxkm1HyVxI,21000,31000,21.0,31.0,10.0
vggtest_DvuXNSkGMes_7000_17000,DvuXNSkGMes,7000,17000,7.0,17.0,10.0
vggtest_DxqGhpqu2z4_116000_126000,DxqGhpqu2z4,116000,126000,116.0,126.0,10.0
vggtest_E-nunSOWtMs_70000_80000,E-nunSOWtMs,70000,80000,70.0,80.0,10.0
vggtest_E6QQRZHrx6s_30000_40000,E6QQRZHrx6s,30000,40000,30.0,40.0,10.0
vggtest_E6TSYy7ikcs_129000_139000,E6TSYy7ikcs,129000,139000,129.0,139.0,10.0
vggtest_EIzBD62ja8E_30000_40000,EIzBD62ja8E,30000,40000,30.0,40.0,10.0
vggtest_ENQli94rpHM_0_10000,ENQli94rpHM,0,10000,0.0,10.0,10.0
vggtest_EN_fOMt-IVE_60000_70000,EN_fOMt-IVE,60000,70000,60.0,70.0,10.0
vggtest_EQHrQIaQNv8_30000_40000,EQHrQIaQNv8,30000,40000,30.0,40.0,10.0
vggtest_EQrpQGyLR1Y_2000_12000,EQrpQGyLR1Y,2000,12000,2.0,12.0,10.0
vggtest_EU0Vrwxs7pU_170000_180000,EU0Vrwxs7pU,170000,180000,170.0,180.0,10.0
vggtest_EhLPUSnX2_Q_81000_91000,EhLPUSnX2_Q,81000,91000,81.0,91.0,10.0
vggtest_Ergjh8YR0OM_20000_30000,Ergjh8YR0OM,20000,30000,20.0,30.0,10.0
vggtest_EtcoN3RhRZg_127000_137000,EtcoN3RhRZg,127000,137000,127.0,137.0,10.0
vggtest_EzUCugyQf8k_40000_50000,EzUCugyQf8k,40000,50000,40.0,50.0,10.0
vggtest_F-c6oa091zo_150000_160000,F-c6oa091zo,150000,160000,150.0,160.0,10.0
vggtest_F-p8xsDSjnw_30000_40000,F-p8xsDSjnw,30000,40000,30.0,40.0,10.0
vggtest_F5iBhMGDdwE_70000_80000,F5iBhMGDdwE,70000,80000,70.0,80.0,10.0
vggtest_F8m310BMRvc_30000_40000,F8m310BMRvc,30000,40000,30.0,40.0,10.0
vggtest_F9bJVVYgFl4_73000_83000,F9bJVVYgFl4,73000,83000,73.0,83.0,10.0
vggtest_FFSWmryaZ60_30000_40000,FFSWmryaZ60,30000,40000,30.0,40.0,10.0
vggtest_FgzVC4jxtxg_100000_110000,FgzVC4jxtxg,100000,110000,100.0,110.0,10.0
vggtest_FnCrdfgwfdM_622000_632000,FnCrdfgwfdM,622000,632000,622.0,632.0,10.0
vggtest_Fr0UnYeFVW0_10000_20000,Fr0UnYeFVW0,10000,20000,10.0,20.0,10.0
vggtest_FwnRxfcUHIE_29000_39000,FwnRxfcUHIE,29000,39000,29.0,39.0,10.0
vggtest_G1OlHEvPRT8_30000_40000,G1OlHEvPRT8,30000,40000,30.0,40.0,10.0
vggtest_G2jq2X-00n4_0_10000,G2jq2X-00n4,0,10000,0.0,10.0,10.0
vggtest_G4fTKotMoWI_30000_40000,G4fTKotMoWI,30000,40000,30.0,40.0,10.0
vggtest_G880gxjj9dI_30000_40000,G880gxjj9dI,30000,40000,30.0,40.0,10.0
vggtest_GU7mq8uZgJo_431000_441000,GU7mq8uZgJo,431000,441000,431.0,441.0,10.0
vggtest_GXuqtCdONDs_91000_101000,GXuqtCdONDs,91000,101000,91.0,101.0,10.0
vggtest_G_jA6itU_FA_125000_135000,G_jA6itU_FA,125000,135000,125.0,135.0,10.0
vggtest_GdFlyobMoAE_9000_19000,GdFlyobMoAE,9000,19000,9.0,19.0,10.0
vggtest_GjoBV2mf8jo_80000_90000,GjoBV2mf8jo,80000,90000,80.0,90.0,10.0
vggtest_GnmgSQq6E54_180000_190000,GnmgSQq6E54,180000,190000,180.0,190.0,10.0
vggtest_GrzDev6lW0Q_41000_51000,GrzDev6lW0Q,41000,51000,41.0,51.0,10.0
vggtest_H692PyayBt4_0_10000,H692PyayBt4,0,10000,0.0,10.0,10.0
vggtest_H7leMctSTMc_30000_40000,H7leMctSTMc,30000,40000,30.0,40.0,10.0
vggtest_HJGtRMubleU_30000_40000,HJGtRMubleU,30000,40000,30.0,40.0,10.0
vggtest_HJrYNAIm1AY_110000_120000,HJrYNAIm1AY,110000,120000,110.0,120.0,10.0
vggtest_HMhAM5aicvI_30000_40000,HMhAM5aicvI,30000,40000,30.0,40.0,10.0
vggtest_HO7EiiblQe4_30000_40000,HO7EiiblQe4,30000,40000,30.0,40.0,10.0
vggtest_HWjQnxlvwa0_430000_440000,HWjQnxlvwa0,430000,440000,430.0,440.0,10.0
vggtest_Hexc6YWqptw_5000_15000,Hexc6YWqptw,5000,15000,5.0,15.0,10.0
vggtest_Hf-uMkF-gyA_296000_306000,Hf-uMkF-gyA,296000,306000,296.0,306.0,10.0
vggtest_Hjx-S-6U9k0_50000_60000,Hjx-S-6U9k0,50000,60000,50.0,60.0,10.0
vggtest_Hn0UhOnyeJ0_225000_235000,Hn0UhOnyeJ0,225000,235000,225.0,235.0,10.0
vggtest_Ht3h4-eNQCU_5000_15000,Ht3h4-eNQCU,5000,15000,5.0,15.0,10.0
vggtest_Hu1OmW6Glaw_30000_40000,Hu1OmW6Glaw,30000,40000,30.0,40.0,10.0
vggtest_HwGK5RvNOFI_30000_40000,HwGK5RvNOFI,30000,40000,30.0,40.0,10.0
vggtest_I0jA3pAj5VI_27000_37000,I0jA3pAj5VI,27000,37000,27.0,37.0,10.0
vggtest_I1NE3H6soBU_300000_310000,I1NE3H6soBU,300000,310000,300.0,310.0,10.0
vggtest_I7OqRsLtmh0_310000_320000,I7OqRsLtmh0,310000,320000,310.0,320.0,10.0
vggtest_IEjaZmXmm4c_20000_30000,IEjaZmXmm4c,20000,30000,20.0,30.0,10.0
vggtest_IMQtdwaG8I8_101000_111000,IMQtdwaG8I8,101000,111000,101.0,111.0,10.0
vggtest_INQWH7mOGeQ_30000_40000,INQWH7mOGeQ,30000,40000,30.0,40.0,10.0
vggtest_IPIS6TUVpSM_30000_40000,IPIS6TUVpSM,30000,40000,30.0,40.0,10.0
vggtest_IPYHy8k9Z34_50000_60000,IPYHy8k9Z34,50000,60000,50.0,60.0,10.0
vggtest_IQszXcU_OBI_147000_157000,IQszXcU_OBI,147000,157000,147.0,157.0,10.0
vggtest_IUItviB2VsQ_30000_40000,IUItviB2VsQ,30000,40000,30.0,40.0,10.0
vggtest_IVJkeUVwUaY_145000_155000,IVJkeUVwUaY,145000,155000,145.0,155.0,10.0
vggtest_IckvLvmXEBk_330000_340000,IckvLvmXEBk,330000,340000,330.0,340.0,10.0
vggtest_If1yxmaJ14M_170000_180000,If1yxmaJ14M,170000,180000,170.0,180.0,10.0
vggtest_IiJciyiQBDw_10000_20000,IiJciyiQBDw,10000,20000,10.0,20.0,10.0
vggtest_IlDRFxrDWw8_90000_100000,IlDRFxrDWw8,90000,100000,90.0,100.0,10.0
vggtest_IodeRr1vIgE_10000_20000,IodeRr1vIgE,10000,20000,10.0,20.0,10.0
vggtest_Iu1k5XJoeXk_0_10000,Iu1k5XJoeXk,0,10000,0.0,10.0,10.0
vggtest_Iw4CEwT1wI8_11000_21000,Iw4CEwT1wI8,11000,21000,11.0,21.0,10.0
vggtest_J12HPLJd84Q_120000_130000,J12HPLJd84Q,120000,130000,120.0,130.0,10.0
vggtest_J1WfhSyPeus_24000_34000,J1WfhSyPeus,24000,34000,24.0,34.0,10.0
vggtest_J3ALZUC6tYI_65000_75000,J3ALZUC6tYI,65000,75000,65.0,75.0,10.0
vggtest_J3yMNpeDo6Q_30000_40000,J3yMNpeDo6Q,30000,40000,30.0,40.0,10.0
vggtest_J4IWp4vNFnw_100000_110000,J4IWp4vNFnw,100000,110000,100.0,110.0,10.0
vggtest_J6T4OwacRL0_450000_460000,J6T4OwacRL0,450000,460000,450.0,460.0,10.0
vggtest_JCapiyzc_AA_30000_40000,JCapiyzc_AA,30000,40000,30.0,40.0,10.0
vggtest_JIMJ7ewIoPA_30000_40000,JIMJ7ewIoPA,30000,40000,30.0,40.0,10.0
vggtest_JKbUVdMJAO8_30000_40000,JKbUVdMJAO8,30000,40000,30.0,40.0,10.0
vggtest_JMVAOTC7hIU_89000_99000,JMVAOTC7hIU,89000,99000,89.0,99.0,10.0
vggtest_JW3fRqCF5bY_130000_140000,JW3fRqCF5bY,130000,140000,130.0,140.0,10.0
vggtest_JXl3VdTNRtA_20000_30000,JXl3VdTNRtA,20000,30000,20.0,30.0,10.0
vggtest_JcLpx0VveSw_17000_27000,JcLpx0VveSw,17000,27000,17.0,27.0,10.0
vggtest_Jfw-FBJLiq8_752000_762000,Jfw-FBJLiq8,752000,762000,752.0,762.0,10.0
vggtest_JgKD-nqKTlQ_297000_307000,JgKD-nqKTlQ,297000,307000,297.0,307.0,10.0
vggtest_JjqHDGzcz6c_100000_110000,JjqHDGzcz6c,100000,110000,100.0,110.0,10.0
vggtest_JoKMKFX12x8_3000_13000,JoKMKFX12x8,3000,13000,3.0,13.0,10.0
vggtest_JpwAOJ-FaJQ_245000_255000,JpwAOJ-FaJQ,245000,255000,245.0,255.0,10.0
vggtest_JxE-EZJY2Q0_40000_50000,JxE-EZJY2Q0,40000,50000,40.0,50.0,10.0
vggtest_K-Zg1-fR9kU_88000_98000,K-Zg1-fR9kU,88000,98000,88.0,98.0,10.0
vggtest_K3Q8Gi6oPIg_30000_40000,K3Q8Gi6oPIg,30000,40000,30.0,40.0,10.0
vggtest_K5aJwQ2X2Sc_260000_270000,K5aJwQ2X2Sc,260000,270000,260.0,270.0,10.0
vggtest_K6EhC59pgWA_0_10000,K6EhC59pgWA,0,10000,0.0,10.0,10.0
vggtest_K9bWqZczmeA_780000_790000,K9bWqZczmeA,780000,790000,780.0,790.0,10.0
vggtest_KK5AClS1mxA_651000_661000,KK5AClS1mxA,651000,661000,651.0,661.0,10.0
vggtest_KLd-rJMoeko_20000_30000,KLd-rJMoeko,20000,30000,20.0,30.0,10.0
vggtest_KRtYq1p2Tyg_6000_16000,KRtYq1p2Tyg,6000,16000,6.0,16.0,10.0
vggtest_KU0aL_iR0_I_560000_570000,KU0aL_iR0_I,560000,570000,560.0,570.0,10.0
vggtest_KXn7InqM3yo_30000_40000,KXn7InqM3yo,30000,40000,30.0,40.0,10.0
vggtest_KcYCxfTPfY0_0_10000,KcYCxfTPfY0,0,10000,0.0,10.0,10.0
vggtest_Kfr4i48HNcA_53000_63000,Kfr4i48HNcA,53000,63000,53.0,63.0,10.0
vggtest_KfzH17TqnpE_248000_258000,KfzH17TqnpE,248000,258000,248.0,258.0,10.0
vggtest_KhjtXdPpEHM_99000_109000,KhjtXdPpEHM,99000,109000,99.0,109.0,10.0
